country,sector,output_hat,price_hat,spending_hat
ARG,01T02,0.7603770715708352,1.0428118030166638,1.017080683525727
ARG,03,1.002123674088831,0.9942902947074977,1.017080683525727
ARG,05T06,0.8735947501446794,1.0083176109941958,1.017080683525727
ARG,07T08,1.008223064950571,0.996292159399469,1.017080683525727
ARG,10T12,0.9901452909878363,1.0856230351170642,1.017080683525727
ARG,13T15,0.9862442559231901,1.0193329355154135,1.017080683525727
ARG,16,1.017148202223281,1.010722767135011,1.017080683525727
ARG,17T18,1.0234220823871285,1.0039608634944266,1.017080683525727
ARG,19,0.9554747718754912,1.0541442166488586,1.017080683525727
ARG,20,1.0052225758233577,1.0149383193238897,1.017080683525727
ARG,21,1.0264356795663419,1.0015182815355679,1.017080683525727
ARG,22,0.9813583459880268,1.0138219726309559,1.017080683525727
ARG,23,0.9385224369031063,1.0101804818517433,1.017080683525727
ARG,24,0.9928807389804729,1.0198074059452311,1.017080683525727
ARG,25,1.0415468580907743,1.0117936733493658,1.017080683525727
ARG,26,1.0284725021976227,1.0121645775638959,1.017080683525727
ARG,27,1.035821083186425,1.0145180909578468,1.017080683525727
ARG,28,1.0287945354829715,1.008148544344863,1.017080683525727
ARG,29T30,1.0063334718266979,1.0130432959186288,1.017080683525727
ARG,31T33,1.0193820893487877,1.002383626099415,1.017080683525727
ARG,35,0.9081775258338578,1.032886743767012,1.017080683525727
ARG,36T39,1.0068969392573748,0.998308361531231,1.017080683525727
ARG,41T43,1.0125211270072627,1.004479248714492,1.017080683525727
ARG,45T47,1.0039982120562096,0.9911476163285081,1.017080683525727
ARG,49,0.9787559539016135,0.9999466798856266,1.017080683525727
ARG,50,0.9414044067982034,1.0012522300473277,1.017080683525727
ARG,51,0.9440780894290112,1.0186315060647282,1.017080683525727
ARG,52,0.9920922051235641,1.0044778693155316,1.017080683525727
ARG,53,1.0232618432040277,0.9961586307668917,1.017080683525727
ARG,55T56,1.0175611303010685,1.0136304371749463,1.017080683525727
ARG,58T60,1.0239700040356579,0.995784566528956,1.017080683525727
ARG,61,1.019047082089144,0.9940779728595641,1.017080683525727
ARG,62T63,1.0292180650841967,0.9943382050599604,1.017080683525727
ARG,64T66,1.0112237561916584,0.99064860959332,1.017080683525727
ARG,68,1.0185080115394052,0.9870199895690189,1.017080683525727
ARG,69T75,1.0164910316814493,0.9927967338718561,1.017080683525727
ARG,77T82,1.0068368202610372,0.9904022076961972,1.017080683525727
ARG,84,1.0145209477681238,0.9927028544343023,1.017080683525727
ARG,85,1.016562143406428,0.9900496947444332,1.017080683525727
ARG,86T88,1.0160714605684467,0.9911790132441933,1.017080683525727
ARG,90T93,1.0200655369865528,0.995919870920736,1.017080683525727
ARG,94T98,1.0156649174914565,0.9934909602139922,1.017080683525727
AUS,01T02,0.8150826772124926,1.034285342806944,1.012231657625204
AUS,03,0.9775160205631563,1.0358809652625525,1.012231657625204
AUS,05T06,0.9005207830345838,1.0062724758083383,1.012231657625204
AUS,07T08,1.0375694627020935,1.0105494438526936,1.012231657625204
AUS,10T12,0.9888091473044333,1.0652084318943313,1.012231657625204
AUS,13T15,0.9455559116816176,1.0418890920022768,1.012231657625204
AUS,16,1.0163196824341736,1.0348729621030968,1.012231657625204
AUS,17T18,1.0136387480611375,1.0178762896538858,1.012231657625204
AUS,19,0.8560262020757085,1.0236020730363473,1.012231657625204
AUS,20,0.9310729832805067,1.02655476780617,1.012231657625204
AUS,21,1.0011666421755485,1.0181979416458993,1.012231657625204
AUS,22,1.0499982425951093,1.0256399211007938,1.012231657625204
AUS,23,0.9965493855882119,1.0195219056211606,1.012231657625204
AUS,24,1.1312849130648173,1.0295691000036153,1.012231657625204
AUS,25,1.028278241756085,1.0249836114100497,1.012231657625204
AUS,26,1.0312367186078146,1.0089454580534984,1.012231657625204
AUS,27,1.048153450931951,1.015919097203189,1.012231657625204
AUS,28,1.0269602454177365,1.0148681003719087,1.012231657625204
AUS,29T30,1.029109213758086,1.017973401372697,1.012231657625204
AUS,31T33,1.0225978228358084,1.0126320984372654,1.012231657625204
AUS,35,0.803600587793023,1.0714205115829691,1.012231657625204
AUS,36T39,0.9942742567461209,1.0058629110145259,1.012231657625204
AUS,41T43,1.0050924065546256,1.0136816406482512,1.012231657625204
AUS,45T47,1.0017149048268696,1.0077376138853367,1.012231657625204
AUS,49,0.9731421818573411,1.0118974741271884,1.012231657625204
AUS,50,0.9808491019585549,1.0106231757269866,1.012231657625204
AUS,51,0.9684352959730015,1.0135888150195833,1.012231657625204
AUS,52,0.9974115755132685,1.0040115892232373,1.012231657625204
AUS,53,0.995196584133342,1.0108021719327231,1.012231657625204
AUS,55T56,1.0149085328390404,1.0147771129897936,1.012231657625204
AUS,58T60,1.0179790955336516,1.0044692077295712,1.012231657625204
AUS,61,1.0067283164648082,1.00504035200722,1.012231657625204
AUS,62T63,1.0068522811310623,0.999854442704872,1.012231657625204
AUS,64T66,0.9974560551322039,0.9969384249668605,1.012231657625204
AUS,68,1.0101150954537983,0.9970552804513173,1.012231657625204
AUS,69T75,1.0002619728979936,1.0009627260765463,1.012231657625204
AUS,77T82,1.0005048636163725,1.002718309443487,1.012231657625204
AUS,84,1.0096431073786696,1.0056698728285618,1.012231657625204
AUS,85,1.0145309320602776,0.9996571440285895,1.012231657625204
AUS,86T88,1.0118912150574433,1.000401327005982,1.012231657625204
AUS,90T93,1.0129860708680811,1.001119954313435,1.012231657625204
AUS,94T98,1.0103593877428279,1.000393804978496,1.012231657625204
AUT,01T02,1.0170228291184513,1.039129542374524,1.0353921395287977
AUT,03,1.029338733463288,1.031985430037457,1.0353921395287977
AUT,05T06,0.8515045513114202,1.0331121806480223,1.0353921395287977
AUT,07T08,0.9917086584627424,1.0361259715712166,1.0353921395287977
AUT,10T12,1.0424499400947713,1.0391782851821234,1.0353921395287977
AUT,13T15,1.0116290432815183,1.0293445247050292,1.0353921395287977
AUT,16,1.0247014180343292,1.0400970629432664,1.0353921395287977
AUT,17T18,0.9849090822548368,1.0359121927281976,1.0353921395287977
AUT,19,1.0073733434153582,1.0466407380216072,1.0353921395287977
AUT,20,1.0233075330145032,1.0397966870406665,1.0353921395287977
AUT,21,1.014373478722777,1.0292611828944742,1.0353921395287977
AUT,22,1.0516632648209363,1.0339527530687465,1.0353921395287977
AUT,23,1.0267748594566528,1.0360542294033093,1.0353921395287977
AUT,24,1.0333222492201655,1.0453610948147476,1.0353921395287977
AUT,25,1.0266653820430711,1.036338698208362,1.0353921395287977
AUT,26,1.0236322037758656,1.0286922558513336,1.0353921395287977
AUT,27,1.0311822762768434,1.0320125651487007,1.0353921395287977
AUT,28,1.0240919108391147,1.030800754291123,1.0353921395287977
AUT,29T30,1.0221384414884125,1.0310305778126252,1.0353921395287977
AUT,31T33,1.0331550369432856,1.0337178918766061,1.0353921395287977
AUT,35,1.0297919358672554,1.0480800227641198,1.0353921395287977
AUT,36T39,1.0245099096646944,1.0286434813468563,1.0353921395287977
AUT,41T43,1.0300061523406954,1.031734451883273,1.0353921395287977
AUT,45T47,1.0172896600172712,1.0266099549171535,1.0353921395287977
AUT,49,1.0028596237108351,1.0284922223037098,1.0353921395287977
AUT,50,1.0405270316284017,1.0306078962491687,1.0353921395287977
AUT,51,0.9989286314468602,1.0288091421167398,1.0353921395287977
AUT,52,1.014099683611346,1.0263854182670535,1.0353921395287977
AUT,53,1.0180326178331984,1.0255024608754422,1.0353921395287977
AUT,55T56,1.0300746302117245,1.028039084713727,1.0353921395287977
AUT,58T60,1.0099647930831703,1.0273530838226888,1.0353921395287977
AUT,61,1.015653854174012,1.0254829663420373,1.0353921395287977
AUT,62T63,1.0036882112843635,1.023730997668066,1.0353921395287977
AUT,64T66,1.0150164933696082,1.0247351355896481,1.0353921395287977
AUT,68,1.0304692497604897,1.0259950399724542,1.0353921395287977
AUT,69T75,1.0130708926430223,1.0257588307673615,1.0353921395287977
AUT,77T82,1.0216830855480166,1.026069602223386,1.0353921395287977
AUT,84,1.0328767407664252,1.0262137007882552,1.0353921395287977
AUT,85,1.0326321401159075,1.0256462311135583,1.0353921395287977
AUT,86T88,1.0333096470936303,1.0268297843008853,1.0353921395287977
AUT,90T93,1.0291168399887416,1.026478196526262,1.0353921395287977
AUT,94T98,1.0309794631145215,1.0263956642723078,1.0353921395287977
BEL,01T02,0.9874657469381279,1.0401744855441453,1.0316099631373825
BEL,03,1.0258247432453813,1.0283946271944207,1.0316099631373825
BEL,05T06,0.012688121237292549,1.1230432662587688,1.0316099631373825
BEL,07T08,0.989095148706226,1.0280458442819462,1.0316099631373825
BEL,10T12,1.0248926921683101,1.043652420116948,1.0316099631373825
BEL,13T15,1.001162450921011,1.0295237454447457,1.0316099631373825
BEL,16,1.0401085787038142,1.0355271325605115,1.0316099631373825
BEL,17T18,1.0159394315064447,1.032188876841895,1.0316099631373825
BEL,19,1.003740854657926,1.0425805786126887,1.0316099631373825
BEL,20,0.997019932970489,1.0348399678052458,1.0316099631373825
BEL,21,1.0156151676550726,1.0249902741833856,1.0316099631373825
BEL,22,1.0443042476573086,1.0375276732711467,1.0316099631373825
BEL,23,1.0028466706051749,1.030603526595716,1.0316099631373825
BEL,24,1.1289885925279166,1.043973855215176,1.0316099631373825
BEL,25,1.0328342717643202,1.034515817162696,1.0316099631373825
BEL,26,1.0237702372658757,1.0273697296811495,1.0316099631373825
BEL,27,1.0281361548535255,1.033419883948337,1.0316099631373825
BEL,28,1.0240747502375693,1.030362700846839,1.0316099631373825
BEL,29T30,1.0274757812415913,1.0286596684898333,1.0316099631373825
BEL,31T33,1.0557928322444379,1.0261938111010176,1.0316099631373825
BEL,35,0.9883971290536663,1.035043998165874,1.0316099631373825
BEL,36T39,1.0481636025858654,1.0271965169661872,1.0316099631373825
BEL,41T43,1.027873934149054,1.02956489997258,1.0316099631373825
BEL,45T47,1.0165804461392063,1.023919371550081,1.0316099631373825
BEL,49,1.017038845690102,1.0261438900633184,1.0316099631373825
BEL,50,0.7742926850940138,1.0371515122624833,1.0316099631373825
BEL,51,1.0064790790167235,1.0338956093310758,1.0316099631373825
BEL,52,1.0010597159213661,1.0269034396868784,1.0316099631373825
BEL,53,1.0089621493555596,1.0270005343863495,1.0316099631373825
BEL,55T56,1.024380282302054,1.0287308547075014,1.0316099631373825
BEL,58T60,1.0074855714398132,1.0231663009468932,1.0316099631373825
BEL,61,1.011765948724549,1.0215348350432814,1.0316099631373825
BEL,62T63,1.008538548325328,1.022428822561235,1.0316099631373825
BEL,64T66,1.0106648042869009,1.0188649731329544,1.0316099631373825
BEL,68,1.0269340224931947,1.0214237962748822,1.0316099631373825
BEL,69T75,1.0121807783095897,1.0222603742885616,1.0316099631373825
BEL,77T82,1.0141889393826256,1.0248711717154357,1.0316099631373825
BEL,84,1.0296994129987656,1.021851937653143,1.0316099631373825
BEL,85,1.0299128261235948,1.0211687084256333,1.0316099631373825
BEL,86T88,1.0302188483209802,1.0237332541527338,1.0316099631373825
BEL,90T93,1.025231308330003,1.024380369433881,1.0316099631373825
BEL,94T98,1.0266401721490315,1.0237783623045582,1.0316099631373825
BGR,01T02,0.8286955878801532,1.034435962371363,1.0373157749511956
BGR,03,1.0137654823915088,1.0410756358679012,1.0373157749511956
BGR,05T06,0.9030687644756636,1.0511112322726948,1.0373157749511956
BGR,07T08,0.9781311910731687,1.0304740542200468,1.0373157749511956
BGR,10T12,1.0245153923468062,1.0441649430243845,1.0373157749511956
BGR,13T15,1.0406224702997988,1.0206919692409124,1.0373157749511956
BGR,16,0.983304037027715,1.0498649341283637,1.0373157749511956
BGR,17T18,1.0019244584628884,1.0310549774678008,1.0373157749511956
BGR,19,0.9510021208853302,1.0335402859717182,1.0373157749511956
BGR,20,0.7025028165397263,1.0475750181580055,1.0373157749511956
BGR,21,0.800676572818846,1.0421225502602127,1.0373157749511956
BGR,22,1.0684748401034714,1.0321179857235552,1.0373157749511956
BGR,23,0.8225031614052155,1.045401892639364,1.0373157749511956
BGR,24,1.164124787676972,1.0520704112298076,1.0373157749511956
BGR,25,1.0373360408290486,1.029990325720901,1.0373157749511956
BGR,26,1.0295592302823509,1.0233001774660984,1.0373157749511956
BGR,27,1.0314231475147948,1.031153831125862,1.0373157749511956
BGR,28,1.0243892543945254,1.0291570415640057,1.0373157749511956
BGR,29T30,1.033217655671369,1.0253607641835083,1.0373157749511956
BGR,31T33,1.0678323138471975,1.020406521580664,1.0373157749511956
BGR,35,0.7288674423606031,1.024958828712912,1.0373157749511956
BGR,36T39,1.0176925192557718,1.0396369869989683,1.0373157749511956
BGR,41T43,1.0249775303717603,1.031540624916258,1.0373157749511956
BGR,45T47,1.0067389323402136,1.0150367762920867,1.0373157749511956
BGR,49,0.9521191170384596,1.0228614270180107,1.0373157749511956
BGR,50,0.9228626759995849,1.0264004441669345,1.0373157749511956
BGR,51,1.0694821674147967,1.0255290861575177,1.0373157749511956
BGR,52,0.9960705916221037,1.0213725353160592,1.0373157749511956
BGR,53,1.0181257459006752,1.0116126519597233,1.0373157749511956
BGR,55T56,1.0249584473282254,1.0204049996341453,1.0373157749511956
BGR,58T60,1.0397560931246144,1.0069147037878927,1.0373157749511956
BGR,61,1.0276500733744696,1.014120229221455,1.0373157749511956
BGR,62T63,1.0253143160078753,1.006252094516146,1.0373157749511956
BGR,64T66,1.014788645212012,1.00454933936279,1.0373157749511956
BGR,68,1.0308144377110835,1.0093283129744992,1.0373157749511956
BGR,69T75,1.0237792874741056,1.007901926505124,1.0373157749511956
BGR,77T82,1.0205208219201534,1.0119011090933165,1.0373157749511956
BGR,84,1.035295569688996,1.0097715088175865,1.0373157749511956
BGR,85,1.0354341857259979,1.0018396060654944,1.0373157749511956
BGR,86T88,1.0335553303546772,1.0121105616279524,1.0373157749511956
BGR,90T93,1.030294281687293,1.0108274825701293,1.0373157749511956
BGR,94T98,1.026002488350989,1.0160222338714542,1.0373157749511956
BRA,01T02,0.5112501021161636,1.0053956685138814,0.9903282234259667
BRA,03,0.9884565993583172,0.9685031445168393,0.9903282234259667
BRA,05T06,0.887294945803105,0.9867301665919771,0.9903282234259667
BRA,07T08,1.024030557950417,0.9798848646202928,0.9903282234259667
BRA,10T12,0.9474815385232285,1.1010044028885948,0.9903282234259667
BRA,13T15,1.0185625688731452,0.9950443731643862,0.9903282234259667
BRA,16,1.0173865541218372,1.015744436485985,0.9903282234259667
BRA,17T18,1.0078644108949582,1.0053598918641633,0.9903282234259667
BRA,19,0.9268882158023891,1.0279478071354702,0.9903282234259667
BRA,20,0.8893379310771037,1.031286025862153,0.9903282234259667
BRA,21,1.0056162482444249,0.9783256750392801,0.9903282234259667
BRA,22,1.006925247930241,1.0055550696422286,0.9903282234259667
BRA,23,0.8506274714330817,0.9971793650036671,0.9903282234259667
BRA,24,0.943996114437664,1.0065079299967234,0.9903282234259667
BRA,25,1.006278981758282,1.002752797051369,0.9903282234259667
BRA,26,1.0201254753174,0.9864908959690037,0.9903282234259667
BRA,27,1.022830606180576,0.9980618127914439,0.9903282234259667
BRA,28,1.0274559556440177,0.9903747518654789,0.9903282234259667
BRA,29T30,1.0394778327952658,0.9933648290461731,0.9903282234259667
BRA,31T33,1.0087011771858831,0.9868745286455044,0.9903282234259667
BRA,35,0.9330586802232668,0.9860240164810967,0.9903282234259667
BRA,36T39,0.9833472998198003,0.9736307884459067,0.9903282234259667
BRA,41T43,0.9887080238578174,0.9916153083792383,0.9903282234259667
BRA,45T47,0.9889260131313693,0.9724847720800577,0.9903282234259667
BRA,49,0.9521152715836426,0.9860198442205557,0.9903282234259667
BRA,50,0.9278561670972568,0.9869201461276808,0.9903282234259667
BRA,51,0.9527726040795252,0.9921486510354371,0.9903282234259667
BRA,52,1.0018774943144304,0.9725422749259074,0.9903282234259667
BRA,53,0.9896213003399363,0.9712657020056908,0.9903282234259667
BRA,55T56,0.9960011176544481,0.9983898764559099,0.9903282234259667
BRA,58T60,1.0329938637995848,0.9829451832796019,0.9903282234259667
BRA,61,0.9960955911576438,0.9698911386192555,0.9903282234259667
BRA,62T63,1.0249423206632486,0.9676080556973938,0.9903282234259667
BRA,64T66,0.9852481086198619,0.966106822795915,0.9903282234259667
BRA,68,0.9928042937423087,0.9635445786594983,0.9903282234259667
BRA,69T75,1.0080226234159126,0.9688023127185273,0.9903282234259667
BRA,77T82,0.9982382886283516,0.9702959056314185,0.9903282234259667
BRA,84,0.9903470907637877,0.9672458593870426,0.9903282234259667
BRA,85,0.9907421738297816,0.9663408195418073,0.9903282234259667
BRA,86T88,0.990693467772769,0.9709794137564227,0.9903282234259667
BRA,90T93,1.0042259402197096,0.9712634890021341,0.9903282234259667
BRA,94T98,0.9898607216850361,0.9784873573746153,0.9903282234259667
BRN,01T02,0.7845479748658967,0.9969599409734909,0.9802301926994125
BRN,03,1.0257214155888261,0.9817346130314416,0.9802301926994125
BRN,05T06,0.9214179924543877,0.9692233031184031,0.9802301926994125
BRN,07T08,1.1266377047410405,0.9566423871683893,0.9802301926994125
BRN,10T12,1.0854869050434142,1.0168116306104136,0.9802301926994125
BRN,13T15,1.0334525449099687,1.011473956589055,0.9802301926994125
BRN,16,1.100899407065367,0.9975384414696041,0.9802301926994125
BRN,17T18,0.9900193358016746,1.0023668421873226,0.9802301926994125
BRN,19,0.9488523684462864,0.9870780513861701,0.9802301926994125
BRN,20,1.1796910847231152,0.9968338003927104,0.9802301926994125
BRN,21,1.057163900295995,1.0022228523508117,0.9802301926994125
BRN,22,0.4277703690168056,1.0230092137669073,0.9802301926994125
BRN,23,0.9654861400576039,1.0010895452065707,0.9802301926994125
BRN,24,1.766521038242604,0.9759035136869534,0.9802301926994125
BRN,25,0.9511444964134865,1.0303737090896936,0.9802301926994125
BRN,26,0.9717980835925729,1.001982248372683,0.9802301926994125
BRN,27,1.05751485319101,0.9985718582113412,0.9802301926994125
BRN,28,1.019713703889466,1.0005861504930411,0.9802301926994125
BRN,29T30,1.0224031414767645,0.9941042841880922,0.9802301926994125
BRN,31T33,0.33435567245310127,1.0198404954822002,0.9802301926994125
BRN,35,0.5675677243770489,0.9887420899777833,0.9802301926994125
BRN,36T39,0.9728696674494275,0.9747345870986552,0.9802301926994125
BRN,41T43,0.972947222550713,1.008446920733737,0.9802301926994125
BRN,45T47,0.980115371049843,0.985567506776345,0.9802301926994125
BRN,49,0.9680875193477132,0.9846863505070396,0.9802301926994125
BRN,50,0.8475558127965803,0.983600783525815,0.9802301926994125
BRN,51,0.9488061119612297,0.9729020828673557,0.9802301926994125
BRN,52,1.0441038612284992,0.9833226655702345,0.9802301926994125
BRN,53,1.0169353024165548,0.9968964856087995,0.9802301926994125
BRN,55T56,1.0020777106882355,1.0110560730901406,0.9802301926994125
BRN,58T60,1.0519563319655945,0.9736444431215737,0.9802301926994125
BRN,61,0.9675013012052646,0.9882109616867869,0.9802301926994125
BRN,62T63,1.018320489821836,0.9859985323782371,0.9802301926994125
BRN,64T66,0.9828281677184747,0.9654280385982207,0.9802301926994125
BRN,68,1.0044341487278723,0.9597150904609949,0.9802301926994125
BRN,69T75,0.9840486229685023,0.9825895765824584,0.9802301926994125
BRN,77T82,0.9759978919763207,0.9977873580888247,0.9802301926994125
BRN,84,0.9750439007301236,0.985037890776157,0.9802301926994125
BRN,85,0.978834601680943,0.9792032980234486,0.9802301926994125
BRN,86T88,0.9757239078000689,0.9896070689524493,0.9802301926994125
BRN,90T93,0.963771869725574,1.0353237238240534,0.9802301926994125
BRN,94T98,1.0215012247539235,0.9732222594064617,0.9802301926994125
CAN,01T02,0.7649723494471676,1.0447947931032007,1.0145894105414122
CAN,03,0.9931679645999805,1.0172510555804577,1.0145894105414122
CAN,05T06,0.878833921911277,1.0135650165318104,1.0145894105414122
CAN,07T08,1.020922442609567,1.0130870102904563,1.0145894105414122
CAN,10T12,0.9923727544854952,1.0575641666424727,1.0145894105414122
CAN,13T15,1.056518179439266,1.0142906124177185,1.0145894105414122
CAN,16,0.9380993762295048,1.0676730939212307,1.0145894105414122
CAN,17T18,0.9908448453406313,1.0290236159321378,1.0145894105414122
CAN,19,0.8794512996000639,1.0487209153043346,1.0145894105414122
CAN,20,0.9427532688854328,1.0283989435278842,1.0145894105414122
CAN,21,1.0181989456056697,1.0147697242520366,1.0145894105414122
CAN,22,1.0119199663368879,1.0246844976617704,1.0145894105414122
CAN,23,0.9827006857431206,1.0279810178116426,1.0145894105414122
CAN,24,1.0781807083966812,1.0363795991730862,1.0145894105414122
CAN,25,1.0573101547894799,1.0220980431584932,1.0145894105414122
CAN,26,1.0349355869696168,1.0112622508837494,1.0145894105414122
CAN,27,1.042810258171025,1.0225440567517863,1.0145894105414122
CAN,28,1.030584711658649,1.0169958733779167,1.0145894105414122
CAN,29T30,1.036402531000202,1.0192072746867678,1.0145894105414122
CAN,31T33,1.026458623115391,1.0158814549236965,1.0145894105414122
CAN,35,0.9448013698393812,1.0050497527110054,1.0145894105414122
CAN,36T39,1.0004877417882403,1.0068820843708561,1.0145894105414122
CAN,41T43,1.0071978721502706,1.018209923106467,1.0145894105414122
CAN,45T47,1.01318912394512,1.0039983163042858,1.0145894105414122
CAN,49,0.951403174885227,1.0135900518963035,1.0145894105414122
CAN,50,0.8776842582259528,1.0313938788880503,1.0145894105414122
CAN,51,0.8591321064027498,1.0167825689837466,1.0145894105414122
CAN,52,0.9847317199170184,1.0115085452284394,1.0145894105414122
CAN,53,1.0099935287777506,1.0116451200387184,1.0145894105414122
CAN,55T56,1.0141842291464964,1.0169763841521489,1.0145894105414122
CAN,58T60,1.0223596926523981,1.0074509845184638,1.0145894105414122
CAN,61,1.0094760837350947,1.0041288576010923,1.0145894105414122
CAN,62T63,1.0130037286196885,1.003182647357919,1.0145894105414122
CAN,64T66,1.0057931790306298,1.003142462144606,1.0145894105414122
CAN,68,1.0125970396416255,1.0009177914468932,1.0145894105414122
CAN,69T75,1.0030233076844859,1.0044032208218003,1.0145894105414122
CAN,77T82,1.0025149311362682,1.0055789838994043,1.0145894105414122
CAN,84,1.0118589656142776,1.0054093352441429,1.0145894105414122
CAN,85,1.0138289847348687,1.0026328384469678,1.0145894105414122
CAN,86T88,1.0120526957535696,1.0038825609559163,1.0145894105414122
CAN,90T93,1.014205068155741,1.0080785805870804,1.0145894105414122
CAN,94T98,1.0096143425923094,1.0070617930326182,1.0145894105414122
CHE,01T02,1.065464340332344,1.038587939921826,1.0368583529921755
CHE,03,1.0180436303343514,1.023148878246998,1.0368583529921755
CHE,05T06,0.9792765982025494,1.0330229199939343,1.0368583529921755
CHE,07T08,1.0528428769118476,1.0325826645986644,1.0368583529921755
CHE,10T12,1.0403940195643402,1.0400318545621126,1.0368583529921755
CHE,13T15,1.0143574269450848,1.0288768173203562,1.0368583529921755
CHE,16,1.0537608320310887,1.0322636844354647,1.0368583529921755
CHE,17T18,1.0228110341693926,1.0313257211244582,1.0368583529921755
CHE,19,1.0305755172525535,1.039188518171941,1.0368583529921755
CHE,20,1.060004122885241,1.033880720618749,1.0368583529921755
CHE,21,1.0227606631279826,1.0295033661611543,1.0368583529921755
CHE,22,1.054009736971391,1.0335328266164598,1.0368583529921755
CHE,23,1.0327031241151279,1.037508841581638,1.0368583529921755
CHE,24,1.2569267861154678,1.040585646160815,1.0368583529921755
